,image_files,exercise_label,numeric_labels,partition
1065,romanian deadlift_1000101.jpg,romanian deadlift,20.0,validation
1064,romanian deadlift_100011.jpg,romanian deadlift,20.0,test
1063,romanian deadlift_1000111.jpg,romanian deadlift,20.0,train
1062,romanian deadlift_1000121.jpg,romanian deadlift,20.0,train
1061,romanian deadlift_1000131.jpg,romanian deadlift,20.0,validation
1060,romanian deadlift_100021.jpg,romanian deadlift,20.0,validation
1059,romanian deadlift_100031.jpg,romanian deadlift,20.0,test
1058,romanian deadlift_100041.jpg,romanian deadlift,20.0,validation
1057,romanian deadlift_100051.jpg,romanian deadlift,20.0,validation
1056,romanian deadlift_100061.jpg,romanian deadlift,20.0,test
1055,romanian deadlift_100071.jpg,romanian deadlift,20.0,train
1054,romanian deadlift_100081.jpg,romanian deadlift,20.0,train
1053,romanian deadlift_100091.jpg,romanian deadlift,20.0,test
1052,romanian deadlift_100101.jpg,romanian deadlift,20.0,test
1051,romanian deadlift_100111.jpg,romanian deadlift,20.0,train
1050,romanian deadlift_100121.jpg,romanian deadlift,20.0,train
1049,romanian deadlift_100131.jpg,romanian deadlift,20.0,train
1048,romanian deadlift_100141.jpg,romanian deadlift,20.0,train
1047,romanian deadlift_100151.jpg,romanian deadlift,20.0,train
1046,romanian deadlift_100161.jpg,romanian deadlift,20.0,validation
1045,romanian deadlift_100171.jpg,romanian deadlift,20.0,test
1044,romanian deadlift_100181.jpg,romanian deadlift,20.0,train
1043,romanian deadlift_100191.jpg,romanian deadlift,20.0,test
1042,romanian deadlift_100201.jpg,romanian deadlift,20.0,train
1041,romanian deadlift_100211.jpg,romanian deadlift,20.0,train
1040,romanian deadlift_100221.jpg,romanian deadlift,20.0,train
1039,romanian deadlift_100231.jpg,romanian deadlift,20.0,test
1038,romanian deadlift_100241.jpg,romanian deadlift,20.0,validation
1037,romanian deadlift_100251.jpg,romanian deadlift,20.0,train
1036,romanian deadlift_100261.jpg,romanian deadlift,20.0,train
1035,romanian deadlift_100271.jpg,romanian deadlift,20.0,validation
1034,romanian deadlift_100281.jpg,romanian deadlift,20.0,train
1033,romanian deadlift_100291.jpg,romanian deadlift,20.0,train
1032,romanian deadlift_100301.jpg,romanian deadlift,20.0,train
1031,romanian deadlift_100311.jpg,romanian deadlift,20.0,train
1030,romanian deadlift_100321.jpg,romanian deadlift,20.0,validation
1029,romanian deadlift_100331.jpg,romanian deadlift,20.0,validation
1028,romanian deadlift_100341.jpg,romanian deadlift,20.0,test
1027,romanian deadlift_1100001.jpg,romanian deadlift,20.0,test
1026,romanian deadlift_1100011.jpg,romanian deadlift,20.0,train
1025,romanian deadlift_1100021.jpg,romanian deadlift,20.0,train
1024,romanian deadlift_1100031.jpg,romanian deadlift,20.0,test
1023,romanian deadlift_1100041.jpg,romanian deadlift,20.0,validation
1022,romanian deadlift_1100051.jpg,romanian deadlift,20.0,train
1021,romanian deadlift_1100061.jpg,romanian deadlift,20.0,test
1020,romanian deadlift_1100071.jpg,romanian deadlift,20.0,validation
1019,romanian deadlift_1100081.jpg,romanian deadlift,20.0,train
1018,romanian deadlift_1100091.jpg,romanian deadlift,20.0,validation
1017,romanian deadlift_1100101.jpg,romanian deadlift,20.0,validation
1016,romanian deadlift_1200001.jpg,romanian deadlift,20.0,test
1015,romanian deadlift_1200011.jpg,romanian deadlift,20.0,train
1014,romanian deadlift_1200021.jpg,romanian deadlift,20.0,train
1013,romanian deadlift_1200031.jpg,romanian deadlift,20.0,test
1012,romanian deadlift_1200041.jpg,romanian deadlift,20.0,train
1011,romanian deadlift_1200051.jpg,romanian deadlift,20.0,train
1010,romanian deadlift_1200061.jpg,romanian deadlift,20.0,train
1009,romanian deadlift_1200071.jpg,romanian deadlift,20.0,train
1008,romanian deadlift_1200081.jpg,romanian deadlift,20.0,test
1007,romanian deadlift_1200091.jpg,romanian deadlift,20.0,train
1006,romanian deadlift_1200101.jpg,romanian deadlift,20.0,train
1005,romanian deadlift_1200111.jpg,romanian deadlift,20.0,train
1004,romanian deadlift_1200121.jpg,romanian deadlift,20.0,train
1003,romanian deadlift_1200131.jpg,romanian deadlift,20.0,test
1002,romanian deadlift_1200141.jpg,romanian deadlift,20.0,train
1001,romanian deadlift_1200151.jpg,romanian deadlift,20.0,test
1000,romanian deadlift_1200161.jpg,romanian deadlift,20.0,train
999,romanian deadlift_1200171.jpg,romanian deadlift,20.0,train
998,romanian deadlift_1200181.jpg,romanian deadlift,20.0,test
997,romanian deadlift_1200191.jpg,romanian deadlift,20.0,train
996,romanian deadlift_1200201.jpg,romanian deadlift,20.0,train
995,romanian deadlift_1200211.jpg,romanian deadlift,20.0,test
994,romanian deadlift_1200221.jpg,romanian deadlift,20.0,test
993,romanian deadlift_1300001.jpg,romanian deadlift,20.0,train
992,romanian deadlift_1300011.jpg,romanian deadlift,20.0,train
991,romanian deadlift_1300021.jpg,romanian deadlift,20.0,train
990,romanian deadlift_1300031.jpg,romanian deadlift,20.0,train
989,romanian deadlift_1300041.jpg,romanian deadlift,20.0,train
988,romanian deadlift_1300051.jpg,romanian deadlift,20.0,train
987,romanian deadlift_1300061.jpg,romanian deadlift,20.0,test
986,romanian deadlift_1300071.jpg,romanian deadlift,20.0,train
985,romanian deadlift_1300081.jpg,romanian deadlift,20.0,train
984,romanian deadlift_1300091.jpg,romanian deadlift,20.0,train
983,romanian deadlift_1300101.jpg,romanian deadlift,20.0,validation
982,romanian deadlift_1300111.jpg,romanian deadlift,20.0,test
981,romanian deadlift_1300121.jpg,romanian deadlift,20.0,validation
980,romanian deadlift_1300131.jpg,romanian deadlift,20.0,validation
979,romanian deadlift_1300141.jpg,romanian deadlift,20.0,test
978,romanian deadlift_1300151.jpg,romanian deadlift,20.0,test
977,romanian deadlift_1300161.jpg,romanian deadlift,20.0,train
976,romanian deadlift_1300171.jpg,romanian deadlift,20.0,test
975,romanian deadlift_1300181.jpg,romanian deadlift,20.0,train
974,romanian deadlift_1300191.jpg,romanian deadlift,20.0,train
973,romanian deadlift_1300201.jpg,romanian deadlift,20.0,test
972,romanian deadlift_1300211.jpg,romanian deadlift,20.0,train
971,romanian deadlift_1300221.jpg,romanian deadlift,20.0,train
970,romanian deadlift_1300231.jpg,romanian deadlift,20.0,validation
969,romanian deadlift_1300241.jpg,romanian deadlift,20.0,train
968,romanian deadlift_1300251.jpg,romanian deadlift,20.0,train
967,romanian deadlift_1300261.jpg,romanian deadlift,20.0,train
966,romanian deadlift_1300271.jpg,romanian deadlift,20.0,validation
965,romanian deadlift_1300281.jpg,romanian deadlift,20.0,train
964,romanian deadlift_1400001.jpg,romanian deadlift,20.0,train
963,romanian deadlift_1400011.jpg,romanian deadlift,20.0,test
962,romanian deadlift_1400021.jpg,romanian deadlift,20.0,train
961,romanian deadlift_1400031.jpg,romanian deadlift,20.0,train
960,romanian deadlift_1400041.jpg,romanian deadlift,20.0,train
959,romanian deadlift_1400051.jpg,romanian deadlift,20.0,validation
958,romanian deadlift_1400061.jpg,romanian deadlift,20.0,train
957,romanian deadlift_1400071.jpg,romanian deadlift,20.0,train
956,romanian deadlift_1400081.jpg,romanian deadlift,20.0,test
955,romanian deadlift_1400091.jpg,romanian deadlift,20.0,train
954,romanian deadlift_1400101.jpg,romanian deadlift,20.0,test
953,romanian deadlift_1400111.jpg,romanian deadlift,20.0,train
952,romanian deadlift_1400121.jpg,romanian deadlift,20.0,train
951,romanian deadlift_1400131.jpg,romanian deadlift,20.0,train
950,romanian deadlift_1400141.jpg,romanian deadlift,20.0,train
949,romanian deadlift_1400151.jpg,romanian deadlift,20.0,train
948,romanian deadlift_1400161.jpg,romanian deadlift,20.0,test
947,romanian deadlift_1400171.jpg,romanian deadlift,20.0,train
946,romanian deadlift_1400181.jpg,romanian deadlift,20.0,train
945,romanian deadlift_1400191.jpg,romanian deadlift,20.0,train
944,romanian deadlift_1400201.jpg,romanian deadlift,20.0,train
943,romanian deadlift_1400211.jpg,romanian deadlift,20.0,train
942,romanian deadlift_1400221.jpg,romanian deadlift,20.0,validation
941,romanian deadlift_1400231.jpg,romanian deadlift,20.0,train
940,romanian deadlift_1400241.jpg,romanian deadlift,20.0,train
939,romanian deadlift_1400251.jpg,romanian deadlift,20.0,train
938,romanian deadlift_1400261.jpg,romanian deadlift,20.0,validation
937,romanian deadlift_1400271.jpg,romanian deadlift,20.0,test
936,romanian deadlift_1400281.jpg,romanian deadlift,20.0,train
935,romanian deadlift_1400291.jpg,romanian deadlift,20.0,train
934,romanian deadlift_1400301.jpg,romanian deadlift,20.0,validation
933,romanian deadlift_1400311.jpg,romanian deadlift,20.0,train
932,romanian deadlift_1400321.jpg,romanian deadlift,20.0,train
931,romanian deadlift_200001.jpg,romanian deadlift,20.0,train
930,romanian deadlift_200011.jpg,romanian deadlift,20.0,train
929,romanian deadlift_200021.jpg,romanian deadlift,20.0,train
928,romanian deadlift_200031.jpg,romanian deadlift,20.0,test
927,romanian deadlift_200041.jpg,romanian deadlift,20.0,test
926,romanian deadlift_200051.jpg,romanian deadlift,20.0,validation
925,romanian deadlift_200061.jpg,romanian deadlift,20.0,train
924,romanian deadlift_200071.jpg,romanian deadlift,20.0,train
923,romanian deadlift_200081.jpg,romanian deadlift,20.0,train
922,romanian deadlift_200091.jpg,romanian deadlift,20.0,train
921,romanian deadlift_200101.jpg,romanian deadlift,20.0,train
920,romanian deadlift_200111.jpg,romanian deadlift,20.0,train
919,romanian deadlift_200121.jpg,romanian deadlift,20.0,train
918,romanian deadlift_200131.jpg,romanian deadlift,20.0,train
917,romanian deadlift_200141.jpg,romanian deadlift,20.0,train
916,romanian deadlift_200151.jpg,romanian deadlift,20.0,validation
915,romanian deadlift_200161.jpg,romanian deadlift,20.0,validation
914,romanian deadlift_200171.jpg,romanian deadlift,20.0,train
913,romanian deadlift_200181.jpg,romanian deadlift,20.0,validation
912,romanian deadlift_200191.jpg,romanian deadlift,20.0,validation
911,romanian deadlift_200201.jpg,romanian deadlift,20.0,test
910,romanian deadlift_200211.jpg,romanian deadlift,20.0,train
909,romanian deadlift_200221.jpg,romanian deadlift,20.0,validation
908,romanian deadlift_200231.jpg,romanian deadlift,20.0,validation
907,romanian deadlift_200241.jpg,romanian deadlift,20.0,train
906,romanian deadlift_200251.jpg,romanian deadlift,20.0,validation
905,romanian deadlift_200261.jpg,romanian deadlift,20.0,train
904,romanian deadlift_200271.jpg,romanian deadlift,20.0,test
903,romanian deadlift_200281.jpg,romanian deadlift,20.0,train
902,romanian deadlift_200291.jpg,romanian deadlift,20.0,train
901,romanian deadlift_200301.jpg,romanian deadlift,20.0,test
900,romanian deadlift_200311.jpg,romanian deadlift,20.0,train
899,romanian deadlift_200321.jpg,romanian deadlift,20.0,train
898,romanian deadlift_200331.jpg,romanian deadlift,20.0,train
897,romanian deadlift_200341.jpg,romanian deadlift,20.0,train
896,romanian deadlift_200351.jpg,romanian deadlift,20.0,train
895,romanian deadlift_200361.jpg,romanian deadlift,20.0,validation
894,romanian deadlift_200371.jpg,romanian deadlift,20.0,train
893,romanian deadlift_200381.jpg,romanian deadlift,20.0,train
892,romanian deadlift_200391.jpg,romanian deadlift,20.0,train
891,romanian deadlift_200401.jpg,romanian deadlift,20.0,validation
890,romanian deadlift_200411.jpg,romanian deadlift,20.0,test
889,romanian deadlift_200421.jpg,romanian deadlift,20.0,test
888,romanian deadlift_200431.jpg,romanian deadlift,20.0,train
887,romanian deadlift_200441.jpg,romanian deadlift,20.0,train
886,romanian deadlift_200451.jpg,romanian deadlift,20.0,train
885,romanian deadlift_200461.jpg,romanian deadlift,20.0,train
884,romanian deadlift_200471.jpg,romanian deadlift,20.0,train
883,romanian deadlift_200481.jpg,romanian deadlift,20.0,train
882,romanian deadlift_300001.jpg,romanian deadlift,20.0,validation
881,romanian deadlift_300011.jpg,romanian deadlift,20.0,train
880,romanian deadlift_300021.jpg,romanian deadlift,20.0,validation
879,romanian deadlift_300031.jpg,romanian deadlift,20.0,train
878,romanian deadlift_300041.jpg,romanian deadlift,20.0,test
877,romanian deadlift_300051.jpg,romanian deadlift,20.0,train
876,romanian deadlift_300061.jpg,romanian deadlift,20.0,validation
875,romanian deadlift_300071.jpg,romanian deadlift,20.0,train
874,romanian deadlift_300081.jpg,romanian deadlift,20.0,train
873,romanian deadlift_300091.jpg,romanian deadlift,20.0,train
872,romanian deadlift_300101.jpg,romanian deadlift,20.0,train
871,romanian deadlift_300111.jpg,romanian deadlift,20.0,validation
870,romanian deadlift_300121.jpg,romanian deadlift,20.0,train
869,romanian deadlift_300131.jpg,romanian deadlift,20.0,test
868,romanian deadlift_300141.jpg,romanian deadlift,20.0,train
867,romanian deadlift_300151.jpg,romanian deadlift,20.0,test
866,romanian deadlift_300161.jpg,romanian deadlift,20.0,train
865,romanian deadlift_300171.jpg,romanian deadlift,20.0,train
864,romanian deadlift_300181.jpg,romanian deadlift,20.0,test
863,romanian deadlift_300191.jpg,romanian deadlift,20.0,train
862,romanian deadlift_300201.jpg,romanian deadlift,20.0,train
861,romanian deadlift_300211.jpg,romanian deadlift,20.0,validation
860,romanian deadlift_300221.jpg,romanian deadlift,20.0,train
859,romanian deadlift_300231.jpg,romanian deadlift,20.0,validation
858,romanian deadlift_300241.jpg,romanian deadlift,20.0,train
857,romanian deadlift_300251.jpg,romanian deadlift,20.0,test
856,romanian deadlift_300261.jpg,romanian deadlift,20.0,train
855,romanian deadlift_300271.jpg,romanian deadlift,20.0,test
854,romanian deadlift_300281.jpg,romanian deadlift,20.0,train
853,romanian deadlift_300291.jpg,romanian deadlift,20.0,validation
852,romanian deadlift_300301.jpg,romanian deadlift,20.0,train
851,romanian deadlift_300311.jpg,romanian deadlift,20.0,train
850,romanian deadlift_300321.jpg,romanian deadlift,20.0,train
849,romanian deadlift_300331.jpg,romanian deadlift,20.0,train
848,romanian deadlift_300341.jpg,romanian deadlift,20.0,train
847,romanian deadlift_300351.jpg,romanian deadlift,20.0,train
846,romanian deadlift_300361.jpg,romanian deadlift,20.0,train
845,romanian deadlift_300371.jpg,romanian deadlift,20.0,train
844,romanian deadlift_300381.jpg,romanian deadlift,20.0,train
843,romanian deadlift_400001.jpg,romanian deadlift,20.0,test
842,romanian deadlift_400011.jpg,romanian deadlift,20.0,train
841,romanian deadlift_400021.jpg,romanian deadlift,20.0,test
840,romanian deadlift_400031.jpg,romanian deadlift,20.0,train
839,romanian deadlift_400041.jpg,romanian deadlift,20.0,test
838,romanian deadlift_400051.jpg,romanian deadlift,20.0,validation
837,romanian deadlift_400061.jpg,romanian deadlift,20.0,test
836,romanian deadlift_400071.jpg,romanian deadlift,20.0,train
835,romanian deadlift_400081.jpg,romanian deadlift,20.0,train
834,romanian deadlift_400091.jpg,romanian deadlift,20.0,validation
833,romanian deadlift_400101.jpg,romanian deadlift,20.0,train
832,romanian deadlift_400111.jpg,romanian deadlift,20.0,validation
831,romanian deadlift_400121.jpg,romanian deadlift,20.0,test
830,romanian deadlift_400131.jpg,romanian deadlift,20.0,train
829,romanian deadlift_400141.jpg,romanian deadlift,20.0,train
828,romanian deadlift_400151.jpg,romanian deadlift,20.0,validation
827,romanian deadlift_400161.jpg,romanian deadlift,20.0,train
826,romanian deadlift_400171.jpg,romanian deadlift,20.0,train
825,romanian deadlift_400181.jpg,romanian deadlift,20.0,train
824,romanian deadlift_400191.jpg,romanian deadlift,20.0,test
823,romanian deadlift_400201.jpg,romanian deadlift,20.0,test
822,romanian deadlift_400211.jpg,romanian deadlift,20.0,validation
821,romanian deadlift_400221.jpg,romanian deadlift,20.0,test
820,romanian deadlift_400231.jpg,romanian deadlift,20.0,test
819,romanian deadlift_400241.jpg,romanian deadlift,20.0,train
818,romanian deadlift_400251.jpg,romanian deadlift,20.0,validation
817,romanian deadlift_400261.jpg,romanian deadlift,20.0,train
816,romanian deadlift_400271.jpg,romanian deadlift,20.0,validation
815,romanian deadlift_400281.jpg,romanian deadlift,20.0,train
814,romanian deadlift_400291.jpg,romanian deadlift,20.0,train
813,romanian deadlift_400301.jpg,romanian deadlift,20.0,train
812,romanian deadlift_400311.jpg,romanian deadlift,20.0,test
811,romanian deadlift_400321.jpg,romanian deadlift,20.0,train
810,romanian deadlift_500001.jpg,romanian deadlift,20.0,validation
809,romanian deadlift_500011.jpg,romanian deadlift,20.0,train
808,romanian deadlift_500021.jpg,romanian deadlift,20.0,train
807,romanian deadlift_500031.jpg,romanian deadlift,20.0,train
806,romanian deadlift_500041.jpg,romanian deadlift,20.0,test
805,romanian deadlift_500051.jpg,romanian deadlift,20.0,train
804,romanian deadlift_500061.jpg,romanian deadlift,20.0,test
803,romanian deadlift_500071.jpg,romanian deadlift,20.0,test
802,romanian deadlift_500081.jpg,romanian deadlift,20.0,validation
801,romanian deadlift_500091.jpg,romanian deadlift,20.0,validation
800,romanian deadlift_500101.jpg,romanian deadlift,20.0,validation
799,romanian deadlift_500111.jpg,romanian deadlift,20.0,train
798,romanian deadlift_500121.jpg,romanian deadlift,20.0,train
797,romanian deadlift_500131.jpg,romanian deadlift,20.0,validation
796,romanian deadlift_500141.jpg,romanian deadlift,20.0,test
795,romanian deadlift_500151.jpg,romanian deadlift,20.0,train
794,romanian deadlift_500161.jpg,romanian deadlift,20.0,test
793,romanian deadlift_500171.jpg,romanian deadlift,20.0,train
792,romanian deadlift_500181.jpg,romanian deadlift,20.0,validation
791,romanian deadlift_500191.jpg,romanian deadlift,20.0,train
790,romanian deadlift_500201.jpg,romanian deadlift,20.0,validation
789,romanian deadlift_500211.jpg,romanian deadlift,20.0,test
788,romanian deadlift_500221.jpg,romanian deadlift,20.0,train
787,romanian deadlift_500231.jpg,romanian deadlift,20.0,test
786,romanian deadlift_500241.jpg,romanian deadlift,20.0,validation
785,romanian deadlift_600001.jpg,romanian deadlift,20.0,validation
784,romanian deadlift_600011.jpg,romanian deadlift,20.0,train
783,romanian deadlift_600021.jpg,romanian deadlift,20.0,train
782,romanian deadlift_600031.jpg,romanian deadlift,20.0,test
781,romanian deadlift_600041.jpg,romanian deadlift,20.0,train
780,romanian deadlift_600051.jpg,romanian deadlift,20.0,test
779,romanian deadlift_600061.jpg,romanian deadlift,20.0,train
778,romanian deadlift_600071.jpg,romanian deadlift,20.0,train
777,romanian deadlift_600081.jpg,romanian deadlift,20.0,test
776,romanian deadlift_700001.jpg,romanian deadlift,20.0,validation
775,romanian deadlift_700011.jpg,romanian deadlift,20.0,train
774,romanian deadlift_700021.jpg,romanian deadlift,20.0,train
773,romanian deadlift_700031.jpg,romanian deadlift,20.0,validation
772,romanian deadlift_700041.jpg,romanian deadlift,20.0,validation
771,romanian deadlift_700051.jpg,romanian deadlift,20.0,train
770,romanian deadlift_700061.jpg,romanian deadlift,20.0,test
769,romanian deadlift_700321.jpg,romanian deadlift,20.0,validation
768,romanian deadlift_700331.jpg,romanian deadlift,20.0,train
767,romanian deadlift_700341.jpg,romanian deadlift,20.0,validation
766,romanian deadlift_700351.jpg,romanian deadlift,20.0,test
765,romanian deadlift_700361.jpg,romanian deadlift,20.0,validation
764,romanian deadlift_800031.jpg,romanian deadlift,20.0,train
763,romanian deadlift_800041.jpg,romanian deadlift,20.0,train
762,romanian deadlift_800051.jpg,romanian deadlift,20.0,train
761,romanian deadlift_800061.jpg,romanian deadlift,20.0,test
760,romanian deadlift_800071.jpg,romanian deadlift,20.0,train
759,romanian deadlift_800081.jpg,romanian deadlift,20.0,test
758,romanian deadlift_800091.jpg,romanian deadlift,20.0,validation
757,romanian deadlift_800101.jpg,romanian deadlift,20.0,train
756,romanian deadlift_800231.jpg,romanian deadlift,20.0,validation
755,romanian deadlift_800241.jpg,romanian deadlift,20.0,train
754,romanian deadlift_800251.jpg,romanian deadlift,20.0,test
753,romanian deadlift_800261.jpg,romanian deadlift,20.0,train
752,romanian deadlift_800271.jpg,romanian deadlift,20.0,train
751,romanian deadlift_800281.jpg,romanian deadlift,20.0,train
750,romanian deadlift_800291.jpg,romanian deadlift,20.0,train
749,romanian deadlift_800301.jpg,romanian deadlift,20.0,train
748,romanian deadlift_800311.jpg,romanian deadlift,20.0,train
747,romanian deadlift_800321.jpg,romanian deadlift,20.0,train
746,romanian deadlift_800331.jpg,romanian deadlift,20.0,train
745,romanian deadlift_800341.jpg,romanian deadlift,20.0,train
744,romanian deadlift_800351.jpg,romanian deadlift,20.0,train
743,romanian deadlift_800361.jpg,romanian deadlift,20.0,test
742,romanian deadlift_800371.jpg,romanian deadlift,20.0,test
741,romanian deadlift_800381.jpg,romanian deadlift,20.0,test
740,romanian deadlift_800461.jpg,romanian deadlift,20.0,train
739,romanian deadlift_800471.jpg,romanian deadlift,20.0,train
738,romanian deadlift_800481.jpg,romanian deadlift,20.0,train
737,romanian deadlift_800491.jpg,romanian deadlift,20.0,train
736,romanian deadlift_800501.jpg,romanian deadlift,20.0,train
735,romanian deadlift_800511.jpg,romanian deadlift,20.0,train
734,romanian deadlift_800521.jpg,romanian deadlift,20.0,train
733,romanian deadlift_800531.jpg,romanian deadlift,20.0,train
732,romanian deadlift_800541.jpg,romanian deadlift,20.0,train
731,romanian deadlift_800551.jpg,romanian deadlift,20.0,train
730,romanian deadlift_800561.jpg,romanian deadlift,20.0,train
729,romanian deadlift_800571.jpg,romanian deadlift,20.0,train
728,romanian deadlift_800581.jpg,romanian deadlift,20.0,train
727,romanian deadlift_800591.jpg,romanian deadlift,20.0,train
726,romanian deadlift_800601.jpg,romanian deadlift,20.0,test
725,romanian deadlift_800611.jpg,romanian deadlift,20.0,train
724,romanian deadlift_800621.jpg,romanian deadlift,20.0,train
723,romanian deadlift_800631.jpg,romanian deadlift,20.0,validation
722,romanian deadlift_800641.jpg,romanian deadlift,20.0,validation
721,romanian deadlift_800651.jpg,romanian deadlift,20.0,train
720,romanian deadlift_800661.jpg,romanian deadlift,20.0,train
719,romanian deadlift_800671.jpg,romanian deadlift,20.0,train
718,romanian deadlift_800681.jpg,romanian deadlift,20.0,validation
717,romanian deadlift_800691.jpg,romanian deadlift,20.0,train
716,romanian deadlift_800701.jpg,romanian deadlift,20.0,train
715,romanian deadlift_800711.jpg,romanian deadlift,20.0,validation
714,romanian deadlift_800721.jpg,romanian deadlift,20.0,validation
713,romanian deadlift_800731.jpg,romanian deadlift,20.0,train
712,romanian deadlift_800741.jpg,romanian deadlift,20.0,train
711,romanian deadlift_800751.jpg,romanian deadlift,20.0,train
710,romanian deadlift_800761.jpg,romanian deadlift,20.0,train
709,romanian deadlift_800891.jpg,romanian deadlift,20.0,validation
708,romanian deadlift_800901.jpg,romanian deadlift,20.0,test
707,romanian deadlift_800911.jpg,romanian deadlift,20.0,train
706,romanian deadlift_800921.jpg,romanian deadlift,20.0,test
705,romanian deadlift_800931.jpg,romanian deadlift,20.0,train
704,romanian deadlift_800941.jpg,romanian deadlift,20.0,train
703,romanian deadlift_800951.jpg,romanian deadlift,20.0,train
702,romanian deadlift_800961.jpg,romanian deadlift,20.0,train
701,romanian deadlift_800971.jpg,romanian deadlift,20.0,train
700,romanian deadlift_800981.jpg,romanian deadlift,20.0,test
699,romanian deadlift_800991.jpg,romanian deadlift,20.0,train
698,romanian deadlift_801001.jpg,romanian deadlift,20.0,train
697,romanian deadlift_801011.jpg,romanian deadlift,20.0,train
696,romanian deadlift_801021.jpg,romanian deadlift,20.0,validation
695,romanian deadlift_801031.jpg,romanian deadlift,20.0,validation
694,romanian deadlift_801041.jpg,romanian deadlift,20.0,train
693,romanian deadlift_801051.jpg,romanian deadlift,20.0,train
692,romanian deadlift_801061.jpg,romanian deadlift,20.0,test
691,romanian deadlift_801071.jpg,romanian deadlift,20.0,train
690,romanian deadlift_801081.jpg,romanian deadlift,20.0,train
689,romanian deadlift_801091.jpg,romanian deadlift,20.0,validation
688,romanian deadlift_801101.jpg,romanian deadlift,20.0,train
687,romanian deadlift_801111.jpg,romanian deadlift,20.0,validation
686,romanian deadlift_801121.jpg,romanian deadlift,20.0,train
685,romanian deadlift_801131.jpg,romanian deadlift,20.0,train
684,romanian deadlift_801141.jpg,romanian deadlift,20.0,train
683,romanian deadlift_801151.jpg,romanian deadlift,20.0,train
682,romanian deadlift_801161.jpg,romanian deadlift,20.0,train
681,romanian deadlift_801171.jpg,romanian deadlift,20.0,train
680,romanian deadlift_801181.jpg,romanian deadlift,20.0,train
679,romanian deadlift_801191.jpg,romanian deadlift,20.0,train
678,romanian deadlift_801201.jpg,romanian deadlift,20.0,train
677,romanian deadlift_801211.jpg,romanian deadlift,20.0,validation
676,romanian deadlift_801221.jpg,romanian deadlift,20.0,train
675,romanian deadlift_801231.jpg,romanian deadlift,20.0,validation
674,romanian deadlift_801241.jpg,romanian deadlift,20.0,train
673,romanian deadlift_801251.jpg,romanian deadlift,20.0,validation
672,romanian deadlift_801261.jpg,romanian deadlift,20.0,train
671,romanian deadlift_801271.jpg,romanian deadlift,20.0,validation
670,romanian deadlift_801281.jpg,romanian deadlift,20.0,train
669,romanian deadlift_801291.jpg,romanian deadlift,20.0,train
668,romanian deadlift_801301.jpg,romanian deadlift,20.0,validation
667,romanian deadlift_801311.jpg,romanian deadlift,20.0,train
666,romanian deadlift_801321.jpg,romanian deadlift,20.0,test
665,romanian deadlift_801331.jpg,romanian deadlift,20.0,train
664,romanian deadlift_801341.jpg,romanian deadlift,20.0,test
663,romanian deadlift_801351.jpg,romanian deadlift,20.0,validation
662,romanian deadlift_801361.jpg,romanian deadlift,20.0,train
661,romanian deadlift_801371.jpg,romanian deadlift,20.0,test
660,romanian deadlift_801381.jpg,romanian deadlift,20.0,train
659,romanian deadlift_801391.jpg,romanian deadlift,20.0,train
658,romanian deadlift_801401.jpg,romanian deadlift,20.0,train
657,romanian deadlift_801411.jpg,romanian deadlift,20.0,train
656,romanian deadlift_801421.jpg,romanian deadlift,20.0,train
655,romanian deadlift_801431.jpg,romanian deadlift,20.0,train
654,romanian deadlift_801441.jpg,romanian deadlift,20.0,test
653,romanian deadlift_801451.jpg,romanian deadlift,20.0,train
652,romanian deadlift_801461.jpg,romanian deadlift,20.0,train
651,romanian deadlift_801471.jpg,romanian deadlift,20.0,validation
650,romanian deadlift_801481.jpg,romanian deadlift,20.0,train
649,romanian deadlift_801491.jpg,romanian deadlift,20.0,train
648,romanian deadlift_801501.jpg,romanian deadlift,20.0,test
647,romanian deadlift_801511.jpg,romanian deadlift,20.0,train
646,romanian deadlift_801521.jpg,romanian deadlift,20.0,train
645,romanian deadlift_801531.jpg,romanian deadlift,20.0,test
644,romanian deadlift_801541.jpg,romanian deadlift,20.0,test
643,romanian deadlift_801551.jpg,romanian deadlift,20.0,test
642,romanian deadlift_801561.jpg,romanian deadlift,20.0,validation
641,romanian deadlift_801571.jpg,romanian deadlift,20.0,validation
640,romanian deadlift_801631.jpg,romanian deadlift,20.0,test
639,romanian deadlift_801641.jpg,romanian deadlift,20.0,train
638,romanian deadlift_801651.jpg,romanian deadlift,20.0,train
637,romanian deadlift_801661.jpg,romanian deadlift,20.0,validation
636,romanian deadlift_801671.jpg,romanian deadlift,20.0,train
635,romanian deadlift_801681.jpg,romanian deadlift,20.0,train
634,romanian deadlift_801691.jpg,romanian deadlift,20.0,validation
633,romanian deadlift_801701.jpg,romanian deadlift,20.0,validation
632,romanian deadlift_801711.jpg,romanian deadlift,20.0,train
631,romanian deadlift_801721.jpg,romanian deadlift,20.0,test
630,romanian deadlift_801731.jpg,romanian deadlift,20.0,train
629,romanian deadlift_801741.jpg,romanian deadlift,20.0,train
628,romanian deadlift_801751.jpg,romanian deadlift,20.0,train
627,romanian deadlift_801761.jpg,romanian deadlift,20.0,validation
626,romanian deadlift_801771.jpg,romanian deadlift,20.0,validation
625,romanian deadlift_801781.jpg,romanian deadlift,20.0,test
624,romanian deadlift_801791.jpg,romanian deadlift,20.0,train
